generation, input, state, input_feasible, input_infeasible, state_feasible, state_infeasible
315,1462,1444,,,1389,
315,1482,1462,,,1648,
315,1463,1649,,,1667,
315,1815,1445,,,1593,
296,1519,612,,,1629,
315,1611,1555,,,1445,
296,1852,1444,,,1574,
314,1462,1759,,,1667,
297,1648,1463,,,1666,
314,1500,1667,,,1630,
315,2593,1444,,,1630,
315,1611,1630,,,1648,
315,1463,1648,,,1592,
296,1741,1648,,,1463,
315,1648,1463,,,1500,
296,1778,1389,,,1704,
315,1925,1444,,,1444,
315,1722,1426,,,1426,
315,1666,1648,,,1445,
315,1445,1389,,,1648,
315,1759,1648,,,1463,
297,611,1667,,,1463,
314,1555,1593,,,1389,
315,1481,1629,,,1370,
297,1593,1445,,,1444,
315,1741,1574,,,1685,
315,1167,1667,,,1648,
297,2574,1666,,,1648,
315,1889,1630,,,1629,
315,1111,1630,,,1445,
315,1462,1648,,,1500,
315,1629,1592,,,1629,
314,1722,1463,,,1500,
315,1667,1500,,,1444,
315,2703,1704,,,1463,
296,1592,1444,,,1444,
315,1722,1426,,,1648,
296,1704,1445,,,1463,
315,648,1648,,,1666,
315,629,1463,,,1352,
296,1759,1463,,,1462,
296,1574,1389,,,2407,
315,1871,1370,,,1445,
296,1444,1444,,,1667,
315,2500,1685,,,1704,
296,1814,1648,,,2370,
296,7778,1648,,,1444,
315,1630,1629,,,1463,
315,1704,1445,,,1667,
315,2167,1500,,,1574,
296,1648,1629,,,1463,
315,1704,1500,,,1574,
315,667,1444,,,2555,
315,1685,1463,,,1537,
315,1815,1444,,,1445,
315,1462,1648,,,1777,
315,1852,1463,,,1537,
315,648,1666,,,1722,
315,612,1352,,,1463,
315,3056,1462,,,1574,
315,1463,2407,,,3629,
315,648,1445,,,1500,
296,1778,1667,,,1648,
315,1463,1704,,,1463,
314,1500,2370,,,1463,
315,1463,1444,,,1426,
315,666,1463,,,1630,
314,1444,1667,,,1444,
315,1500,1574,,,1463,
315,1685,1463,,,1648,
296,1445,3555,,,1426,
315,1852,1574,,,1593,
685,4741,2555,,,1611,
296,1926,1537,,,1648,
296,1944,1445,,,1685,
315,1519,1777,,,2833,
315,1852,1537,,,1611,
315,1777,1722,,,1463,
315,667,1463,,,1444,
314,2000,1574,,,1482,
315,1797,3629,,,1649,
296,630,1500,,,1482,
315,1463,1648,,,1648,
297,2593,1463,,,1667,
315,1833,1463,,,1611,
296,648,1426,,,1426,
315,667,1630,,,1463,
315,1167,1444,,,1481,
296,1796,1463,,,3685,
315,629,1648,,,1481,
315,1778,1426,,,1445,
315,1629,1593,,,1686,
296,1648,1611,,,1463,
296,2518,1648,,,1481,
315,1482,1685,,,1463,
315,1666,2833,,,2870,
296,1722,1611,,,1648,
315,2463,1463,,,1630,
315,1648,1444,,,1481,
315,1537,1482,,,1463,
315,667,1649,,,1370,
315,2333,1482,,,1704,
296,1815,1648,,,1426,
315,1518,1667,,,1444,
315,1593,1611,,,1629,
297,1963,1426,,,2797,
315,648,1463,,,1648,
296,1629,1481,,,1463,
314,1778,3685,,,1444,
315,1760,1481,,,1426,
315,1667,1445,,,1649,
315,648,1686,,,1648,
314,1722,1463,,,1463,
315,1463,1481,,,1444,
315,1629,1463,,,1630,
315,1426,2870,,,1426,
315,1481,1648,,,1537,
297,1945,1630,,,1445,
315,1407,1481,,,1444,
315,1685,1463,,,1481,
315,1926,1370,,,,
315,1833,1704,,,,
315,1870,1426,,,,
296,667,1444,,,,
315,629,1629,,,,
296,1426,2797,,,,
315,1445,1648,,,,
315,1740,1463,,,,
315,1667,1444,,,,
314,648,1426,,,,
315,1796,1649,,,,
297,1593,1648,,,,
315,1889,1463,,,,
296,1666,1444,,,,
296,648,1630,,,,
315,1796,1426,,,,
314,1759,1537,,,,
296,1592,1445,,,,
296,1574,1444,,,,
296,1759,1481,,,,
